Nombre_bottom,Cantidad_Imágenes,Imagen1,Imagen2,Imagen3,Imagen4
BOM DIA BEACHES,2,https://res.cloudinary.com/maaji/image/upload/v1533228532/Spring2019/2061SBC06_2061SDC06_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533228533/Spring2019/2061SBC06_2061SDC06_red_2.jpg,,
CAYENNE BARDOT,4,https://res.cloudinary.com/maaji/image/upload/v1532615344/Spring2019/3076SBC01_3076SCC01_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1532615345/Spring2019/3076SBC01_3076SCC01_red_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1532615378/Spring2019/3076SBC01_3076SCC01_red_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1532615380/Spring2019/3076SBC01_3076SCC01_red_6.jpg
CAYENNE SUBLIME,4,https://res.cloudinary.com/maaji/image/upload/v1533227855/Spring2019/3007SAC25_3007SBC25_3007SCC25_3007SDC25_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227856/Spring2019/3007SAC25_3007SBC25_3007SCC25_3007SDC25_red_2.jpg,http://res.cloudinary.com/maaji/image/upload/v1533227857/Spring2019/3007SAC25_3007SBC25_3007SCC25_3007SDC25_red_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227858/Spring2019/3007SAC25_3007SBC25_3007SCC25_3007SDC25_red_6.jpg
SANGRIA SUBLIME,4,http://res.cloudinary.com/maaji/image/upload/v1533227561/Spring2019/3007SAC24_3007SBC24_3007SCC24_3007SDC24_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227562/Spring2019/3007SAC24_3007SBC24_3007SCC24_3007SDC24_red_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227563/Spring2019/3007SAC24_3007SBC24_3007SCC24_3007SDC24_red_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227564/Spring2019/3007SAC24_3007SBC24_3007SCC24_3007SDC24_red_6.jpg
SUNSHINE CARNIVAL,2,https://res.cloudinary.com/maaji/image/upload/v1533235839/Spring2019/2200SBC01_2200SDC01_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533235840/Spring2019/2200SBC01_2200SDC01_red_2.jpg,,
CARIOCA VALLEY,2,"https://res.cloudinary.com/maaji/image/upload/v1533236029/Spring2019/2203SAC01_2203SBC01_red_1.jpg
",https://res.cloudinary.com/maaji/image/upload/v1533236030/Spring2019/2203SAC01_2203SBC01_red_2.jpg,,
CURUBA SAMBA,2,"https://res.cloudinary.com/maaji/image/upload/v1532614861/Spring2019/2201SAC01_2201SBC01_red_1.jpg
",https://res.cloudinary.com/maaji/image/upload/v1533235918/Spring2019/2201SAC01_2201SBC01_red_2.jpg,,
JUNINA FEST,2,https://res.cloudinary.com/maaji/image/upload/v1533239915/Spring2019/2110SBC07_2110SCC07_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533239916/Spring2019/2110SBC07_2110SCC07_red_2.jpg,,
LINDA LINDISSIMA,2,https://res.cloudinary.com/maaji/image/upload/v1533235975/Spring2019/2061SBC09_2061SCC09_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533235976/Spring2019/2061SBC09_2061SCC09_red_2.jpg,,
SANGRIA SUZY Q,4,http://res.cloudinary.com/maaji/image/upload/v1533227635/Spring2019/3075SCC01_red_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227635/Spring2019/3075SCC01_red_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227636/Spring2019/3075SCC01_red_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1533227637/Spring2019/3075SCC01_red_6.jpg
STRIPES AND STRAPS,2,https://res.cloudinary.com/maaji/image/upload/v1533229098/Spring2019/2062SBC14_2062SDC14_red_1.jpg,http://res.cloudinary.com/maaji/image/upload/v1533229099/Spring2019/2062SBC14_2062SDC14_red_2.jpg,,
KITE CAIPIRINHA,2,https://res.cloudinary.com/maaji/image/upload/v1533236137/Spring2019/2111SOB02_2111SOC02_red_3.jpg,https://res.cloudinary.com/maaji/image/upload/v1533236138/Spring2019/2111SOB02_2111SOC02_red_4.jpg,,
PRAIA ARCO IRIS,2,https://res.cloudinary.com/maaji/image/upload/v1533236206/Spring2019/2211SOR01_red_3.jpg,http://res.cloudinary.com/maaji/image/upload/v1533236207/Spring2019/2211SOR01_red_4.jpg,,
CAYENNE HEAVENLY,4,https://res.cloudinary.com/maaji/image/upload/v1533236247/Spring2019/3050SOR02_3050SOH02_red_3.jpg,https://res.cloudinary.com/maaji/image/upload/v1533236248/Spring2019/3050SOR02_3050SOH02_red_4.jpg,https://res.cloudinary.com/maaji/image/upload/v1533236249/Spring2019/3050SOR02_3050SOH02_red_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1533236250/Spring2019/3050SOR02_3050SOH02_red_6.jpg
MARACUJA SHERBET,2,https://res.cloudinary.com/maaji/image/upload/v1532736553/Spring2019/2205SOH01_yellow_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1532736554/Spring2019/2205SOH01_yellow_2.jpg,,
SUN BASS SAMBA,2,https://res.cloudinary.com/maaji/image/upload/v1533251875/Spring2019/2024SAC07_2024SBC07_yellow_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251876/Spring2019/2024SAC07_2024SBC07_yellow_2.jpg,,
CURUBA AZUL,2,https://res.cloudinary.com/maaji/image/upload/v1533252903/Spring2019/2043SBC11_2043ACC11_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533252903/Spring2019/2043SBC11_2043ACC11_purple_2.jpg,,
COCONUT QUIMDIM,2,https://res.cloudinary.com/maaji/image/upload/v1533251941/Spring2019/2061SBC07_2061SDC07_yellow_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251941/Spring2019/2061SBC07_2061SDC07_yellow_2.jpg,,
JAZZ BAND,2,https://res.cloudinary.com/maaji/image/upload/v1532741805/Spring2019/2061SBC08_2061SCC08_pruple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1532741806/Spring2019/2061SBC08_2061SCC08_pruple_2.jpg,,
SWEET BANANA,2,"https://res.cloudinary.com/maaji/image/upload/v1533252064/Spring2019/2062SBC15_2062SDC15_purple_1.jpg
",https://res.cloudinary.com/maaji/image/upload/v1533252065/Spring2019/2062SBC15_2062SDC15_purple_2.jpg,,
RUA JARDIM,2,https://res.cloudinary.com/maaji/image/upload/v1533252283/Spring2019/2209SAC01_2209SBC01_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533252284/Spring2019/2209SAC01_2209SBC01_purple_2.jpg,,
GUARANA DIVINEST,2,https://res.cloudinary.com/maaji/image/upload/v1533252369/Spring2019/2216SBC01_2216SCC01_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533252370/Spring2019/2216SBC01_2216SCC01_purple_2.jpg,,
BLUE DEPTH SUBLIME,4,https://res.cloudinary.com/maaji/image/upload/v1533251589/Spring2019/3007SAC26_3007SBC26_3007SCC26_3007SDC26_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251590/Spring2019/3007SAC26_3007SBC26_3007SCC26_3007SDC26_purple_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251591/Spring2019/3007SAC26_3007SBC26_3007SCC26_3007SDC26_purple_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251593/Spring2019/3007SAC26_3007SBC26_3007SCC26_3007SDC26_purple_6.jpg
FARRAH S SUBLIME,4,https://res.cloudinary.com/maaji/image/upload/v1533251803/Spring2019/3007SAC27_3007SBC27_3007SCC27_3007SDC27_yellow_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251803/Spring2019/3007SAC27_3007SBC27_3007SCC27_3007SDC27_yellow_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251804/Spring2019/3007SAC27_3007SBC27_3007SCC27_3007SDC27_yellow_5.jpg,
BLUE DEPTH CASCADE,4,https://res.cloudinary.com/maaji/image/upload/v1533251504/Spring2019/3008SCC03_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251505/Spring2019/3008SCC03_purple_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251506/Spring2019/3008SCC03_purple_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251507/Spring2019/3008SCC03_purple_6.jpg
FARRAH S SPLIT,4,https://res.cloudinary.com/maaji/image/upload/v1533251650/Spring2019/3079SBC01_3079SDC01_yellow_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251651/Spring2019/3079SBC01_3079SDC01_yellow_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251652/Spring2019/3079SBC01_3079SDC01_yellow_5.jpg,https://res.cloudinary.com/maaji/image/upload/v1533251653/Spring2019/3079SBC01_3079SDC01_yellow_6.jpg
METEORITE SUZY Q,4,https://res.cloudinary.com/maaji/image/upload/v1536616039/Spring2019/3075SCC02_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616040/Spring2019/3075SCC02_black_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616041/Spring2019/3075SCC02_black_3.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616042/Spring2019/3075SCC02_black_4.jpg
METEORITE ONE N DONE,4,https://res.cloudinary.com/maaji/image/upload/v1536678674/Spring2019/3081SOH01_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536678675/Spring2019/3081SOH01_black_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1536678676/Spring2019/3081SOH01_black_3.jpg,https://res.cloudinary.com/maaji/image/upload/v1536678676/Spring2019/3081SOH01_black_4.jpg
BEACH PLUMB SUBLIME,4,https://res.cloudinary.com/maaji/image/upload/v1536616172/Spring2019/3007SAC29_3007SBC29_3007SCC29_3007SDC29_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616173/Spring2019/3007SAC29_3007SBC29_3007SCC29_3007SDC29_purple_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616173/Spring2019/3007SAC29_3007SBC29_3007SCC29_3007SDC29_purple_3.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616174/Spring2019/3007SAC29_3007SBC29_3007SCC29_3007SDC29_purple_4.jpg
BEACH PLUMB FLIRT,4,https://res.cloudinary.com/maaji/image/upload/v1536616237/Spring2019/3039SBC07_3039SCC07_3039SDC07_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616237/Spring2019/3039SBC07_3039SCC07_3039SDC07_purple_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616238/Spring2019/3039SBC07_3039SCC07_3039SDC07_purple_3.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616239/Spring2019/3039SBC07_3039SCC07_3039SDC07_purple_4.jpg
MIDNIGHT CARNIVAL,2,https://res.cloudinary.com/maaji/image/upload/v1536616379/Spring2019/2200SBC02_2200SDC02_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536616380/Spring2019/2200SBC02_2200SDC02_black_2.jpg,,
NITEROI NITE,2,https://res.cloudinary.com/maaji/image/upload/v1536674295/Spring2019/2024SBC10_2024SCC10_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536674296/Spring2019/2024SBC10_2024SCC10_black_2.jpg,,
HIDDEN VALLEY,2,https://res.cloudinary.com/maaji/image/upload/v1536674732/Spring2019/2110SAC05_2110SBC05_multicolor_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536674733/Spring2019/2110SAC05_2110SBC05_multicolor_2.jpg,,
FORTALEZA VICTORY,2,https://res.cloudinary.com/maaji/image/upload/v1536674829/Spring2019/2219SBC01_2219SCC01_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536674830/Spring2019/2219SBC01_2219SCC01_black_2.jpg,,
BRAZILIAN GOSPEL,2,https://res.cloudinary.com/maaji/image/upload/v1536674927/Spring2019/2061SBC10_2061SDC10_multicolor_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536674928/Spring2019/2061SBC10_2061SDC10_multicolor_2.jpg,,
BAHIA BAHIA,2,https://res.cloudinary.com/maaji/image/upload/v1536675165/Spring2019/2043SAC14_2043SBC14_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536675167/Spring2019/2043SAC14_2043SBC14_black_2.jpg,,
GIMME BRIGADEIROS,2,https://res.cloudinary.com/maaji/image/upload/v1536675223/Spring2019/2237SBC01_2237SCC02_multicolor_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536675223/Spring2019/2237SBC01_2237SCC02_multicolor_2.jpg,,
CHROMATIC RAINBOW,2,https://res.cloudinary.com/maaji/image/upload/v1536678782/Spring2019/2132SOR02_2132SOH02_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536678782/Spring2019/2132SOR02_2132SOH02_purple_2.jpg,,
PRETTY PRETO,2,https://res.cloudinary.com/maaji/image/upload/v1536678874/Spring2019/2221SOB01_2221SOC01_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536678874/Spring2019/2221SOB01_2221SOC01_black_2.jpg,,
NEW METEORITE SUBLIME,2,https://res.cloudinary.com/maaji/image/upload/v1536615902/Spring2019/3007SAC28_3007SBC28_3007SCC28_3007SDC28_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1536615903/Spring2019/3007SAC28_3007SBC28_3007SCC28_3007SDC28_black_2.jpg,,
BLUEBELL AQUARIOUS,2,https://res.cloudinary.com/maaji/image/upload/v1537825794/Rapsodia/2247SBC500_2247SDC500_blue_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537825794/Rapsodia/2247SBC500_2247SDC500_blue_2.jpg,,
IRIS CASSIOPEIA,2,https://res.cloudinary.com/maaji/image/upload/v1537825580/Rapsodia/2061SCC502_multicolor_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537825580/Rapsodia/2061SCC502_multicolor_2.jpg,,
ORCHID LYRA,2,https://res.cloudinary.com/maaji/image/upload/v1537825749/Rapsodia/2228SBC500_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537825750/Rapsodia/2228SBC500_purple_2.jpg,,
ORION ROSEMARY,2,https://res.cloudinary.com/maaji/image/upload/v1537825681/Rapsodia/2062SCC502_multicolor_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537825681/Rapsodia/2062SCC502_multicolor_2.jpg,,
BOREALIS GLOOM,2,"https://res.cloudinary.com/maaji/image/upload/v1537825839/Rapsodia/2263SBC500_2263SDC500_black_1.jpg
",https://res.cloudinary.com/maaji/image/upload/v1538161285/Rapsodia/2263SBC500_2263SDC500_black_2.jpg,,
SAGITTARIUS GLOOM,2,https://res.cloudinary.com/maaji/image/upload/v1537825928/Rapsodia/3096SCC500_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537825929/Rapsodia/3096SCC500_black_2.jpg,,
ANDROMEDA GLOOM,2,https://res.cloudinary.com/maaji/image/upload/v1537825886/Rapsodia/3039SBC500_3039SCC500_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537825886/Rapsodia/3039SBC500_3039SCC500_black_2.jpg,,
HIBISCUS PHONEIX,2,https://res.cloudinary.com/maaji/image/upload/v1537907972/Rapsodia/2261SOR500_2261SOH500_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537907973/Rapsodia/2261SOR500_2261SOH500_purple_2.jpg,,
PEGASUS GLOOM,3,https://res.cloudinary.com/maaji/image/upload/v1537908055/Rapsodia/3097SOR500_black_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1537908055/Rapsodia/3097SOR500_black_2.jpg,https://res.cloudinary.com/maaji/image/upload/v1537908056/Rapsodia/3097SOR500_black_3.jpg,
LOVE AFFAIR,2,https://res.cloudinary.com/maaji/image/upload/v1539725288/Spring2019/2110SBC06_2110SDC06_purple_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1539725289/Spring2019/2110SBC06_2110SDC06_purple_2.jpg,,
BOSSA NOVA BOSS,2,https://res.cloudinary.com/maaji/image/upload/v1539819156/Spring2019/2223SOR01_2223SOH01_brown_1.jpg,https://res.cloudinary.com/maaji/image/upload/v1539819157/Spring2019/2223SOR01_2223SOH01_brown_2.jpg,,
